Product ID,Category,Brand,Current Stock,60-Day Sales,30-Day Sales,Stock Progress (%),Hotspot Stock,Stagnant Stock,Purchase Price
400594319004,Cata 1,Brand 12,230,300653,200214,0.9490395667489476,False,False,7046.463177661456
687456903915,Cata 7,Brand 2,42,300345,199493,0.6578778805959509,False,False,5976.757401058263
203103724098,Cata 7,Brand 10,159,299994,200223,0.8375199560356515,False,False,6768.9648094239255
135207126355,Cata 8,Brand 15,224,300150,200070,0.732197153045839,False,False,5340.851355287256
541010065874,Cata 7,Brand 8,111,299607,199795,0.9173690128576414,False,False,8416.636816549046
682283649394,Cata 5,Brand 3,268,299332,200104,0.7487928903788525,False,False,6296.767393192734
756516382929,Cata 4,Brand 10,97,299442,200380,0.5708673710556209,False,False,7044.04797525665
181974152526,Cata 4,Brand 3,220,299257,201187,0.4242362869849342,False,False,6371.827584737421
995378182262,Cata 6,Brand 6,52,300398,200041,0.9069200232068304,False,False,7670.082421648787
846190968297,Cata 8,Brand 9,189,299399,200683,0.6840171186765576,False,False,4742.272058936876
585938492385,Cata 7,Brand 6,272,298761,199564,0.7828189155125119,False,False,7578.120124636352
658115397867,Cata 6,Brand 2,109,298904,199840,0.8903155003283683,False,False,6611.884261777378
920086433108,Cata 7,Brand 10,111,300526,199952,0.7816056327552081,False,False,6344.5720581469395
216602910107,Cata 3,Brand 3,14,301218,200634,0.36567846473486365,True,False,6541.193319237207
405389414910,Cata 2,Brand 1,221,300140,199815,0.5188982133525023,False,False,6333.587819723528
868665940725,Cata 5,Brand 9,142,299634,200142,0.34879919753412636,False,True,4031.434055443858
757040819491,Cata 6,Brand 3,215,298746,200370,0.6783761337805166,False,False,8458.923374489452
750534118470,Cata 3,Brand 10,227,299733,200542,0.8709118720992113,False,True,8138.947693247892
353331345420,Cata 4,Brand 9,30,300093,199529,0.33703723808398406,False,False,7156.138563332242
328196452733,Cata 6,Brand 10,62,299392,199478,0.713182991108868,False,False,6663.71870887289
951594396581,Cata 1,Brand 2,34,299750,201003,0.4342576312723636,False,False,6241.9598425077465
734129600600,Cata 2,Brand 12,178,300269,199987,0.29662367848817367,False,False,6174.077823744669
986847401372,Cata 5,Brand 14,10,300945,199481,0.3836979111565917,False,False,7425.803388219077
162905995618,Cata 3,Brand 5,229,299698,200030,0.7047656502639466,False,False,9566.563686725805
899473340223,Cata 4,Brand 14,41,299883,200332,0.5867933460774254,False,False,8570.561605926132
586539766854,Cata 6,Brand 5,223,299760,199560,0.5304015556720182,False,False,6900.578233449062
961744111451,Cata 1,Brand 4,285,300412,200642,0.6974275072374452,False,False,6966.266985983488
560882032438,Cata 6,Brand 10,22,300108,200001,0.3309418572062781,False,False,7346.253620340051
706262491364,Cata 2,Brand 10,195,300040,200277,0.5096958063804706,True,False,5717.154721722078
415685715322,Cata 3,Brand 1,249,300752,200218,0.7415289495417098,False,False,7544.7895847893105
287105704207,Cata 6,Brand 4,203,300045,199869,0.619960761452973,False,False,7787.227002003565
340586301028,Cata 7,Brand 15,71,300105,199494,0.32542868623732274,False,False,6966.555056904895
550295478960,Cata 7,Brand 7,109,299435,199621,0.5470413026975334,False,False,6100.73041115979
755390731833,Cata 3,Brand 6,49,299025,200412,0.6686632558709957,False,False,6295.924335063115
969612680887,Cata 6,Brand 11,82,299980,199857,0.9180045112319641,False,False,7572.176331814873
912646384446,Cata 6,Brand 10,108,301014,199850,0.5868698069604092,False,True,5710.380617719568
180443151050,Cata 2,Brand 1,258,300482,199754,0.9667300018392916,False,False,6667.855086402114
803448607644,Cata 2,Brand 11,176,300639,199991,0.4519999779230349,True,False,6640.757831985413
813817951462,Cata 8,Brand 1,104,300430,199768,0.8697178888806405,True,False,7671.718932366405
183393126556,Cata 6,Brand 5,212,299711,199879,0.991306353219249,False,False,8014.290150126515
909457282378,Cata 2,Brand 2,30,301164,200778,0.46601931374139693,False,False,6878.715772491804
583259638640,Cata 5,Brand 14,234,300073,199633,0.5957057406591656,False,False,6398.940112000832
530567460042,Cata 3,Brand 15,5,300647,200112,0.746031836146156,False,False,8439.373817503807
930802001229,Cata 6,Brand 13,248,300801,199970,0.5548902067347303,False,False,6861.671523157321
176996985032,Cata 1,Brand 2,265,299911,200568,0.7616067041747971,False,False,6789.300103358864
249458879283,Cata 1,Brand 2,76,299486,200014,0.8660095895203042,False,False,6459.699683757643
102181973584,Cata 5,Brand 8,74,300222,200780,0.9004776771306949,False,False,6704.815468697673
403969367411,Cata 1,Brand 5,145,299471,201130,0.38208322624129043,True,False,6040.297664773515
221634846225,Cata 5,Brand 4,158,299096,200662,0.3071705628491984,False,False,4000.0
512143498654,Cata 3,Brand 2,197,299614,199962,0.6771545117220594,False,True,7348.127156719365
930358927916,Cata 8,Brand 10,237,300589,200250,0.8812881909437047,False,False,6944.256379658504
740485690438,Cata 2,Brand 4,53,300665,199823,0.6674319272603049,False,False,7470.297977574344
880357338754,Cata 1,Brand 4,66,298703,200125,0.8173247029352517,False,False,7314.500603159862
274412086315,Cata 2,Brand 11,178,300259,200027,0.3134577232102895,False,False,6686.511567063199
851299004721,Cata 5,Brand 6,85,300968,200032,0.861960743114156,False,True,7002.773888025322
696145130041,Cata 3,Brand 8,101,299680,201040,0.456309588838568,True,False,6422.527862641235
749443680772,Cata 6,Brand 15,223,300232,198504,0.7464180082090599,False,False,7369.196813791178
425804512202,Cata 8,Brand 11,277,299091,200321,0.6178480657077522,False,False,6406.451819174929
685488893361,Cata 2,Brand 4,3,299469,199970,0.5170566965901293,False,False,5749.374159939668
718071215620,Cata 6,Brand 3,35,300494,201053,0.8239469070035003,False,False,8418.659881468006
226980538616,Cata 1,Brand 3,172,299725,199667,0.6695673452773561,False,False,5863.697844043433
325278169444,Cata 3,Brand 11,259,299237,199968,0.7405257188928493,False,False,8002.289120181836
594803578124,Cata 6,Brand 4,97,300010,200030,0.6825327824560833,False,False,5535.042011970051
187842808975,Cata 6,Brand 6,182,298895,199406,0.6474386360339628,False,False,5374.459585686996
382637059125,Cata 2,Brand 13,107,299720,200769,0.8274165011077428,True,False,6151.1683117024095
